Iteration No,Rd,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,Ibias,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,L,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,W1,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,W2,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,Cload,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,Alo,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,Rbias2,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,Rbias3,loss,loss_gain,loss_iip3,loss_iip2,loss_nf,loss_Io,loss_BW,loss_region,
56,Rd,-0.017186487928893313,-0.01096525608809668,0.0,0.0,-0.006218528934073082,-2.7029067254371784e-06,0.0,0.0,Ibias,-2557.419084793017,-1658.6934561271623,0.0,0.0,-1262.3577241772202,363.63209551129523,0.0,0.0,L,-1704057.6788775774,860201.9014010153,0.0,0.0,-2488583.9091002177,-75675.67118022419,0.0,0.0,W1,-118665.45139213066,-48986.32620767318,0.0,0.0,-70710.03999509971,1030.9148106227387,0.0,0.0,W2,-205125.4799903223,-61107.46731331712,0.0,0.0,-147489.91153932398,3471.898862308536,0.0,0.0,Cload,8341647103.036844,1429264019.2744892,0.0,0.0,6912383082.82353,0.0,0.0,0.0,Alo,-4.264678504519683,-1.242096801964859,0.0,0.0,-3.0225817025550272,0.0,0.0,0.0,Rbias2,-1.0385754074214561e-05,0.0005179068405588176,0.0,0.0,-0.0003285830542775077,-0.00019970954035645593,0.0,0.0,Rbias3,-0.0007020014393335387,-0.0003526059632051456,0.0,0.0,-0.00040689051862234616,5.749504249356008e-05,0.0,0.0,
57,Rd,0.20589157511984535,0.05466616002483688,0.0,0.0,0.15122833733362784,-2.9222386186235554e-06,0.0,0.0,Ibias,66661.97426527843,18493.8452762096,0.0,0.0,47798.147945465396,369.98104360353364,0.0,0.0,L,254696921.7409314,75730121.42012598,0.0,0.0,179089867.1503861,-123066.82957932955,0.0,0.0,W1,1997384.8646400832,569328.8440086277,0.0,0.0,1427070.8970160568,985.1236154133032,0.0,0.0,W2,4655871.156119607,1356708.7474577655,0.0,0.0,3295919.1267875307,3243.281874315821,0.0,0.0,Cload,167647573201640.62,48839330197036.625,0.0,0.0,118808243004603.52,0.0,0.0,0.0,Alo,68.36015928940915,19.941115410689463,0.0,0.0,48.41904387871949,0.0,0.0,0.0,Rbias2,0.17474188380813474,0.05145393024727525,0.0,0.0,0.12349629382094966,-0.00020834026008926962,0.0,0.0,Rbias3,0.04224219710708643,0.012160362574000579,0.0,0.0,0.030023985601570373,5.784893151575434e-05,0.0,0.0,
58,Rd,-0.03828039246493166,-0.02466321729263695,0.0,0.002008779277679586,-0.015625759634066105,-1.9481590791982388e-07,0.0,0.0,Ibias,1196.0202254140254,-1320.9781465038516,0.0,-40.219211169977505,2212.847766229674,344.3698168599376,0.0,0.0,L,8698656.65997042,3581402.883323648,0.0,629413.8907492197,4473914.885895584,13924.99999999681,0.0,0.0,W1,-266940.33257091494,-128910.94397890946,0.0,62676.95875266454,-201494.1817742941,787.834429615051,0.0,0.0,W2,-1990863.351088307,-670961.6044000969,0.0,-108264.74392799624,-1214609.7057511865,2972.702991016011,0.0,0.0,Cload,6950715.6006380785,0.0,0.0,-7650147.483824298,14600859.328800771,0.0,0.0,0.0,Alo,-46.23686072227123,-16.016090878642448,0.0,-3.3899713419180815,-26.830798501709733,0.0,0.0,0.0,Rbias2,-0.03496855186275773,-0.011132549382035674,0.0,-0.0028737434778124825,-0.02079521180443843,-0.00016704719848131862,0.0,0.0,Rbias3,-0.00471550713081736,-0.0020169677102581836,0.0,-0.00016081274698902904,-0.0025983774514187737,6.0650777848164145e-05,0.0,0.0,
59,Rd,-0.03931124981570506,-0.023436017318192802,0.0,0.0,-0.015875055518393386,-1.7697912218694664e-07,0.0,0.0,Ibias,-5782.723215453144,-3729.724572525979,0.0,0.0,-2411.55096985456,358.5523269301758,0.0,0.0,L,2125583.185268454,1203758.7885475412,0.0,0.0,916841.0633867789,4983.33333332976,0.0,0.0,W1,-302635.8616946293,-118526.02064731627,0.0,0.0,-184959.56498137946,849.7239341200963,0.0,0.0,W2,-1060163.2436196196,-377654.7192420507,0.0,0.0,-685042.5791264593,2534.0547489251862,0.0,0.0,Cload,54719156.894896396,0.0,0.0,0.0,54719156.894896396,0.0,0.0,0.0,Alo,-25.77486706794104,-9.457943482664746,0.0,0.0,-16.31692358527731,0.0,0.0,0.0,Rbias2,-0.02509187599505313,-0.008489611772916988,0.0,0.0,-0.01644503154677487,-0.00015723267536225455,0.0,0.0,Rbias3,-0.005247207151199477,-0.0021904186167132677,0.0,0.0,-0.0031148303158564563,5.804178137096612e-05,0.0,0.0,
60,Rd,-0.03803385453628241,-0.022068259714538248,0.0,0.0,-0.015965390482141815,-2.0433959754594734e-07,0.0,0.0,Ibias,-11977.060265616487,-5645.577675857666,0.0,0.0,-6698.21302326742,366.73043350841203,0.0,0.0,L,-2118807.6495981533,-339642.3335792302,0.0,0.0,-1746573.6493527119,-32591.66666666827,0.0,0.0,W1,-286195.76645485545,-111698.58883368318,0.0,0.0,-175419.9431111028,922.7654899114023,0.0,0.0,W2,-574591.4825967575,-202322.22890482433,0.0,0.0,-374254.9785836819,1985.7248917107174,0.0,0.0,Cload,157344334.2483246,0.0,0.0,0.0,157344334.2483246,0.0,0.0,0.0,Alo,-13.38562777399788,-4.806433246145413,0.0,0.0,-8.579194527853113,0.0,0.0,0.0,Rbias2,-0.015162487677641402,-0.004839451701325367,0.0,0.0,-0.010163010177248891,-0.0001600257990682931,0.0,0.0,Rbias3,-0.0052091644938856915,-0.0020931990865378533,0.0,0.0,-0.0031747129847775617,5.874757742742093e-05,0.0,0.0,
61,Rd,-0.035907967860244576,-0.020452862071522224,0.0,0.0,-0.015454866570319163,-2.392183975581594e-07,0.0,0.0,Ibias,-15245.943391004228,-6495.055818289345,0.0,0.0,-9125.699524111227,374.81195139721666,0.0,0.0,L,-521535.97554118617,159859.3297954702,0.0,0.0,-636324.3798004828,-45070.92553469196,0.0,0.0,W1,-281015.24784563936,-108847.19281405654,0.0,0.0,-173075.6377900063,907.5827584056972,0.0,0.0,W2,-323093.71070271183,-114455.5462792869,0.0,0.0,-210366.17438392446,1728.0099605670482,0.0,0.0,Cload,283167123.48238766,0.0,0.0,0.0,283167127.2380516,0.0,0.0,0.0,Alo,-5.7848088626534,-2.0646114955193493,0.0,0.0,-3.720197367133609,0.0,0.0,0.0,Rbias2,-0.005323111337030204,-0.001433323461431368,0.0,0.0,-0.0037285480934785386,-0.00016123978212041515,0.0,0.0,Rbias3,-0.004311038117606416,-0.0017036576395753327,0.0,0.0,-0.0026646452115177753,5.7264733488215924e-05,0.0,0.0,
62,Rd,0.026228242771580364,0.0023674658979664994,0.0,0.0,0.023861073284079864,-2.9641046006892447e-07,0.0,0.0,Ibias,9440.189101514217,2458.739463763382,0.0,0.0,6602.231242356134,379.21839539497137,0.0,0.0,L,29342866.322814617,10850477.009861678,0.0,0.0,18560535.89923492,-68146.58628028445,0.0,0.0,W1,332514.19342036895,110824.20746528295,0.0,0.0,220773.04850919885,916.9374458928978,0.0,0.0,W2,738722.629229656,263680.5556735613,0.0,0.0,473291.4338345204,1750.639721605443,0.0,0.0,Cload,72019514367085.72,25692536287857.535,0.0,0.0,46326978079231.94,0.0,0.0,0.0,Alo,3.4237913409502294,1.221557639023466,0.0,0.0,2.2022337019271134,0.0,0.0,0.0,Rbias2,0.05517164268795765,0.020100723046374176,0.0,0.0,0.035242646561927764,-0.0001717269203424253,0.0,0.0,Rbias3,0.010269842884733057,0.0035228619389316923,0.0,0.0,0.006688880005300698,5.810094050064929e-05,0.0,0.0,
63,Rd,-0.03528896744735612,-0.020273833162476596,0.0,0.0,-0.015014878854390656,-2.554304851887069e-07,0.0,0.0,Ibias,-13033.88622860378,-5784.523319387668,0.0,0.0,-7618.063348057666,368.70043884027297,0.0,0.0,L,-1278353.3897101998,-21534.87112040627,0.0,0.0,-1211835.1852574705,-44983.33333334085,0.0,0.0,W1,-288072.7125926773,-112228.6487046516,0.0,0.0,-176825.47829378303,981.4144057188846,0.0,0.0,W2,-468429.2441546361,-164767.07541434493,0.0,0.0,-305979.38830932096,2317.2195690775648,0.0,0.0,Cload,217753909.74965063,0.0,0.0,0.0,217753904.4191154,0.0,0.0,0.0,Alo,-5.975329338040426,-2.1095716829078457,0.0,0.0,-3.8657576551329798,0.0,0.0,0.0,Rbias2,-0.01144969296466198,-0.0033974515812478794,0.0,0.0,-0.007856882228245645,-0.00019535915517094487,0.0,0.0,Rbias3,-0.004960906889580438,-0.0019697020525408053,0.0,0.0,-0.003057088756893375,6.588391985256416e-05,0.0,0.0,
64,Rd,0.6157585023446501,0.20936805448730758,0.0,0.0,0.4063907577174993,-3.0986015864716895e-07,0.0,0.0,Ibias,253653.7618936021,88127.46367895468,0.0,0.0,165151.97053978624,374.32767486135003,0.0,0.0,L,310038468.0120278,109541335.5019352,0.0,0.0,200560072.48822853,-62939.978136491874,0.0,0.0,W1,6551260.697788998,2294554.423094473,0.0,0.0,4255735.817731436,970.45696304108,0.0,0.0,W2,12170904.755169313,4282066.495778627,0.0,0.0,7886642.041607512,2196.217783091374,0.0,0.0,Cload,1130095914001558.8,397516162862445.75,0.0,0.0,732579751139102.4,0.0,0.0,0.0,Alo,71.97851819988898,25.325617065482778,0.0,0.0,46.65290113440584,0.0,0.0,0.0,Rbias2,0.8274589136239257,0.29170077620998114,0.0,0.0,0.5359617178501844,-0.00020358043624354883,0.0,0.0,Rbias3,0.1750667683082462,0.0613845560728929,0.0,0.0,0.11361609810252016,6.611413283128187e-05,0.0,0.0,
65,Rd,-0.0702461138415279,-0.0352614190130746,0.0,-0.008812342510170313,-0.026172352318280693,0.0,0.0,0.0,Ibias,-24553.41926120757,-8864.155710527966,0.0,-2198.1621017255898,-13823.412535517522,332.3110865481245,0.0,0.0,L,5471826.522788584,2349441.7783442857,0.0,-501420.49394473014,3598330.238387959,25475.0000000005,0.0,0.0,W1,-786048.9713222323,-304822.07621173287,0.0,18635.982105833962,-500140.0472512407,277.1700349327058,0.0,0.0,W2,-3124511.7208518437,-1001024.0755145609,0.0,-426312.164199016,-1698606.3200222885,1430.8388832515664,0.0,0.0,Cload,403193928.0419435,0.0,0.0,420870323.0324788,-17676403.652658835,0.0,0.0,0.0,Alo,-41.582564324352155,-13.985773024537233,0.0,-4.563941646527516,-23.032849653290025,0.0,0.0,0.0,Rbias2,-0.06664724411475959,-0.018839643455800897,0.0,-0.016439761677168267,-0.03126720244528194,-0.00010063653648655828,0.0,0.0,Rbias3,-0.023972125869601933,-0.008333888881436567,0.0,-0.0020951266355726437,-0.013596047392800986,5.293704020905163e-05,0.0,0.0,
66,Rd,-0.06168944030121658,-0.03460350798361886,0.0,-0.0011982608484433512,-0.025887671469145192,0.0,0.0,0.0,Ibias,-30366.203203940142,-11992.44082237745,0.0,196.98544125515,-18911.4275539909,340.67973117248033,0.0,0.0,L,1299007.408560963,514840.31737825123,0.0,145666.3836011766,620942.3742475905,17558.333333331695,0.0,0.0,W1,-670013.4927996146,-285701.54392203037,0.0,84052.32377761429,-468732.39854028163,368.1258851802582,0.0,0.0,W2,-2038520.8750670878,-689702.8256165696,0.0,-174433.01231513964,-1175594.7888207636,1209.7516854109033,0.0,0.0,Cload,162012893.9536379,0.0,0.0,216162441.39737687,-54149530.2860678,0.0,0.0,0.0,Alo,-23.443684122909012,-8.07015563754392,0.0,-2.0205683410794655,-13.352960144285287,0.0,0.0,0.0,Rbias2,-0.050556293976003516,-0.017217962523865444,0.0,-0.004393580024593051,-0.02884011179236277,-0.00010463963519861823,0.0,0.0,Rbias3,-0.023086133997911963,-0.008011237721754164,0.0,-0.0020125022398198387,-0.013115180012882524,5.278597654560357e-05,0.0,0.0,
67,Rd,-0.05984966888980328,-0.03409376504747115,0.0,0.0,-0.02575590384232144,0.0,0.0,0.0,Ibias,-39447.13618483869,-15321.7305387254,0.0,0.0,-24473.816314438285,348.4106683229215,0.0,0.0,L,-2511041.9089606022,-890967.7610979828,0.0,0.0,-1630257.481194756,10183.33333333068,0.0,0.0,W1,-725469.8674551998,-275161.4171085088,0.0,0.0,-450759.6632962539,451.21294977273715,0.0,0.0,W2,-1235954.213398738,-457021.39678087196,0.0,0.0,-780021.6731906061,1088.8565727205817,0.0,0.0,Cload,-145719197.6128727,0.0,0.0,0.0,-145719218.93502888,0.0,0.0,0.0,Alo,-11.17019628241515,-4.188165778779373,0.0,0.0,-6.98203050363628,0.0,0.0,0.0,Rbias2,-0.03694061712397262,-0.013687294680623137,0.0,0.0,-0.023143553048466124,-0.00010976939487462711,0.0,0.0,Rbias3,-0.019181355284449666,-0.007280454718807733,0.0,0.0,-0.011953381529539885,5.248096390054974e-05,0.0,0.0,
68,Rd,-0.05905367649839908,-0.03346846566216855,0.0,0.0,-0.02558521083624052,0.0,0.0,0.0,Ibias,-46008.73307381677,-17755.276445562453,0.0,0.0,-28611.713748570106,358.25712031389156,0.0,0.0,L,-3010488.8658915954,-1105332.8065158033,0.0,0.0,-1916308.9851309299,11152.925752165169,0.0,0.0,W1,-715601.2618631728,-271267.5784386279,0.0,0.0,-444800.49903743475,466.81561279428826,0.0,0.0,W2,-783974.6860604706,-289921.1949531106,0.0,0.0,-495273.0667433273,1219.5756356569173,0.0,0.0,Cload,-252251793.22873548,0.0,0.0,0.0,-252251814.55089012,0.0,0.0,0.0,Alo,-5.590938332007618,-2.088217363537493,0.0,0.0,-3.5027209684707965,0.0,0.0,0.0,Rbias2,-0.02236017381620981,-0.008162388688837443,0.0,0.0,-0.014086177371744744,-0.00011160775565806911,0.0,0.0,Rbias3,-0.015836261385281953,-0.0059985601298943505,0.0,0.0,-0.00988843081430774,5.0729558914926766e-05,0.0,0.0,
69,Rd,1.8577507518024057,0.6818386127260336,0.0,0.0,1.175912139076372,0.0,0.0,0.0,Ibias,744135.0152051129,276890.7062488455,0.0,0.0,466877.47754183755,366.83141442694165,0.0,0.0,L,286401889.1422121,106845940.86666812,0.0,0.0,179541214.54612863,14733.729414646798,0.0,0.0,W1,18051331.91469677,6729124.3981974125,0.0,0.0,11321747.604044745,459.91245445491387,0.0,0.0,W2,25602140.014959164,9551505.182327405,0.0,0.0,16049446.503574371,1188.3290572836952,0.0,0.0,Cload,4393901315002405.0,1639011949204143.8,0.0,0.0,2754889365798239.5,0.0,0.0,0.0,Alo,56.22111015029978,20.971754139809075,0.0,0.0,35.24935601049012,0.0,0.0,0.0,Rbias2,2.7994654995968675,1.0444833252589594,0.0,0.0,1.7550971442515246,-0.00011496991363178855,0.0,0.0,Rbias3,0.47471157360329325,0.17697988733346914,0.0,0.0,0.29768185162159433,4.9834648225883294e-05,0.0,0.0,
70,Rd,-0.07026024882136711,-0.040284260360996124,0.0,0.0013066515527199395,-0.03128264001312114,0.0,0.0,0.0,Ibias,-138363.1482096366,-46305.47738125806,0.0,-6889.529978583794,-85496.5468189757,328.4059691371763,0.0,0.0,L,-2198610.795615489,-198570.8244352698,0.0,-1191010.0505184429,-821692.4206620272,12662.49999999997,0.0,0.0,W1,-2069088.856596114,-791006.6863189705,0.0,24618.55336876304,-1302790.7621248097,90.03847829150094,0.0,0.0,W2,-4576095.7619859865,-1595858.5365562267,0.0,-321715.1014747512,-2659146.050496501,623.9265418445489,0.0,0.0,Cload,-31742372.913335245,0.0,0.0,0.0,-31742543.490550935,0.0,0.0,0.0,Alo,-32.43966979611498,-11.166901893355043,0.0,-2.8106334592604956,-18.46213444350131,0.0,0.0,0.0,Rbias2,-0.03930179984493909,-0.016746940215522962,0.0,0.004101665624424789,-0.026614292664398735,-4.223258942512417e-05,0.0,0.0,Rbias3,-0.05305278845932171,-0.018503612806282023,0.0,-0.003211179080657676,-0.031367932033554445,2.9935461155326955e-05,0.0,0.0,
71,Rd,-0.07119474638548703,-0.040514802020487836,0.0,0.0006833380896929521,-0.03136328245469955,0.0,0.0,0.0,Ibias,-131182.10012632358,-43578.27049000336,0.0,-6666.766709400053,-81273.65451906151,336.59159209540525,0.0,0.0,L,-533949.9019732258,337134.90926326555,0.0,-791764.6813362044,-92211.06730408718,12890.937397349011,0.0,0.0,W1,-2022433.231827027,-785365.6882417166,0.0,55281.31121096297,-1292437.071129865,88.2163328061353,0.0,0.0,W2,-3773424.8077040017,-1321002.5243952856,0.0,-265784.90295614366,-2187190.3944598404,553.0141074757374,0.0,0.0,Cload,-102914692.28849396,0.0,0.0,1808.3850060410134,-102916909.79228914,0.0,0.0,0.0,Alo,-17.809012010680362,-6.08238678184691,0.0,-1.5517136459118819,-10.17491158292425,0.0,0.0,0.0,Rbias2,-0.046343545842895524,-0.016110481955490603,0.0,-0.004202588113656035,-0.025986804807623144,-4.367096630978612e-05,0.0,0.0,Rbias3,-0.049273870317213336,-0.017049555594504284,0.0,-0.003027235388043998,-0.029227277489428688,3.0198154763521932e-05,0.0,0.0,
72,Rd,-0.07219078548863585,-0.040696248152752384,0.0,0.0,-0.03149453733581222,0.0,0.0,0.0,Ibias,-134751.7659685451,-47830.73603114043,0.0,0.0,-87261.45585776912,340.42592039988176,0.0,0.0,L,-2098303.052511792,-671973.5693283622,0.0,0.0,-1439357.3786721437,13027.895489429542,0.0,0.0,W1,-2001153.2800352667,-755878.9980778393,0.0,0.0,-1245382.232510164,107.95055325080284,0.0,0.0,W2,-2475315.705859307,-925404.3016288443,0.0,0.0,-1550444.2538659046,532.8496364636671,0.0,0.0,Cload,-312437069.55233383,0.0,0.0,0.0,-312436898.975121,0.0,0.0,0.0,Alo,-8.069328128586767,-3.0427826008728567,0.0,0.0,-5.026545527713144,0.0,0.0,0.0,Rbias2,-0.03240939507140536,-0.012615326489233152,0.0,0.0,-0.019747630121821992,-4.643846016222777e-05,0.0,0.0,Rbias3,-0.04198479669727413,-0.015565909814309848,0.0,0.0,-0.026450171743708905,3.128486076365876e-05,0.0,0.0,
73,Rd,-0.07275646112077139,-0.04110154741082892,0.0,0.0,-0.03165491370994247,0.0,0.0,0.0,Ibias,-142373.2651431563,-50821.4091428607,0.0,0.0,-91898.50937155199,346.6533712448302,0.0,0.0,L,-2831983.5446497547,-973502.1823028488,0.0,0.0,-1872206.4426602826,13725.080313924751,0.0,0.0,W1,-1607140.3264895894,-608503.2453320406,0.0,0.0,-998540.9943558667,-96.08680159624548,0.0,0.0,W2,-1577893.7049588596,-589088.914978392,0.0,0.0,-989312.2264827888,507.4365019328414,0.0,0.0,Cload,-663252792.0526391,0.0,0.0,0.0,-663252792.0526391,0.0,0.0,0.0,Alo,-3.7457913212606706,-1.4084536104338299,0.0,0.0,-2.3373377108268407,0.0,0.0,0.0,Rbias2,-0.01603023246613627,-0.006446941779864139,0.0,0.0,-0.009534820641808715,-4.847004450978363e-05,0.0,0.0,Rbias3,-0.03441987456195598,-0.012713581558759133,0.0,0.0,-0.02173815337674584,3.1860373546989995e-05,0.0,0.0,
74,Rd,9.717545090490773,3.629816963643271,0.0,0.0,6.087728126847536,0.0,0.0,0.0,Ibias,3052626.4476317707,1147006.9974953355,0.0,0.0,1905265.2232201945,354.226916266296,0.0,0.0,L,387059075.3651721,145225594.73545602,0.0,0.0,241818790.22481462,14690.40490265714,0.0,0.0,W1,76556544.73367858,28700147.10598462,0.0,0.0,47856466.288425334,-68.66073084970586,0.0,0.0,W2,92978088.60323751,34866581.491787374,0.0,0.0,58111025.25094403,481.8605062049328,0.0,0.0,Cload,2.45649937920985e+16,9210928800766490.0,0.0,0.0,1.5354064991332008e+16,0.0,0.0,0.0,Alo,62.17849106479619,23.31248091634697,0.0,0.0,38.86601014844945,0.0,0.0,0.0,Rbias2,15.309772628953857,5.740350262779555,0.0,0.0,9.569472324541156,-4.9958366817122824e-05,0.0,0.0,Rbias3,2.066124467172455,0.7749192155376232,0.0,0.0,1.2911731680212022,3.208361363944381e-05,0.0,0.0,
75,Rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ibias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cload,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
76,Rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ibias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cload,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
77,Rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ibias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cload,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
78,Rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ibias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cload,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
79,Rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ibias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cload,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
80,Rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ibias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cload,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
81,Rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ibias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cload,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
82,Rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ibias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cload,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
83,Rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ibias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cload,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
84,Rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ibias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cload,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
85,Rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ibias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cload,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rbias3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
